bike_name,price,city,kms_driven,owner,age,power,brand
248,115,2,1244,1,7,2,2
28,9,3,1245,1,5,14,10
89,210,4,28,1,11,5,7
35,105,4,27,1,21,2,2
69,17,11,1246,1,3,14,10
118,12,4,1247,1,7,5,8
167,106,39,1248,1,1,5,8
27,68,6,76,1,6,13,7
42,220,39,1249,1,10,6,1
366,7,4,138,1,7,6,7
193,118,2,1250,1,14,11,6
13,1,6,262,1,10,10,7
367,59,3,1251,1,7,6,1
28,148,106,214,1,2,14,10
29,77,13,1252,1,14,5,5
57,711,216,151,1,6,7,7
251,59,3,1253,1,3,2,2
50,24,4,226,1,5,13,7
190,91,4,1254,2,6,6,5
81,255,49,10,1,5,7,6
171,105,3,1255,2,6,5,4
103,179,39,390,1,3,11,7
43,179,19,1256,1,14,11,5
10,61,3,76,1,4,8,2
10,272,3,5,1,2,8,2
329,267,10,1257,1,7,47,13
55,112,55,603,1,16,4,7
55,118,2,1258,1,10,4,7
25,285,31,1259,1,16,5,7
55,36,39,1260,1,5,4,7
2,16,2,1261,1,10,2,2
69,712,4,1262,1,6,14,10
69,713,4,1263,1,6,14,10
69,61,4,67,1,4,14,10
17,12,31,18,1,4,10,7
106,534,10,603,1,16,7,6
29,274,10,1264,1,10,5,5
119,714,100,24,1,6,1,6
138,53,10,1265,1,1,9,5
193,129,6,1266,1,4,11,6
306,36,10,1197,1,4,5,7
306,57,4,83,1,4,5,7
135,52,4,1267,1,6,5,7
306,702,10,123,1,4,5,7
34,453,39,1268,1,4,2,2
17,33,8,1269,1,1,10,7
196,36,39,1270,1,6,1,1
82,152,39,1271,1,2,7,6
42,42,39,1272,1,10,6,1
187,715,39,1273,1,12,20,7
325,255,39,1274,1,5,7,6
100,16,11,5,1,1,5,4
6,8,31,64,1,10,5,4
19,451,11,186,1,1,12,9
35,5,3,261,1,13,2,2
368,272,3,1275,1,1,19,2
25,24,4,1276,1,1,5,7
17,29,31,1277,1,6,10,7
251,309,1,1278,1,6,2,2
116,102,212,265,1,1,2,2
38,233,18,1279,2,6,5,6
150,179,6,1280,1,5,7,6
28,132,4,6,1,5,14,10
271,210,10,11,1,10,7,6
55,79,62,118,1,6,4,7
48,716,36,1281,1,2,13,7
256,72,4,104,1,7,11,10
81,179,4,1282,2,14,7,6
55,651,3,38,1,16,4,7
194,401,2,10,1,3,7,7
133,33,258,74,1,5,8,2
50,4,1,26,1,10,13,7
171,170,259,2,1,5,5,4
71,16,29,76,2,4,10,7
21,372,77,397,1,4,8,2
66,39,2,108,1,2,5,7
369,22,260,6,1,5,7,6
176,84,2,26,1,6,5,7
12,56,261,1283,1,2,9,4
51,274,262,36,2,10,7,6
2,717,2,1284,1,5,2,2
34,56,3,22,1,3,2,2
27,718,8,152,1,10,13,7
2,719,2,24,1,3,2,2
17,137,4,24,1,4,10,7
17,81,11,44,1,2,10,7
109,8,135,162,1,14,5,4
111,337,2,186,1,12,18,6
81,233,2,1285,1,5,7,6
119,255,2,1286,1,4,1,6
186,140,2,1287,1,7,7,6
274,177,3,184,1,6,9,9
75,81,31,11,1,6,8,2
260,320,6,1288,1,4,7,6
25,664,47,523,1,9,5,7
260,274,10,1289,2,11,7,6
34,56,39,1290,1,1,2,2
27,4,32,710,1,6,13,7
34,105,3,1291,1,4,2,2
183,720,2,67,1,4,1,11
48,204,19,5,1,1,13,7
2,204,47,28,1,5,2,2
17,10,1,1292,1,6,10,7
90,18,4,1293,2,4,13,7
109,28,62,352,1,5,5,4
370,39,4,1294,1,6,5,8
40,57,4,1295,1,13,5,4
90,24,6,97,1,6,13,7
28,365,4,1296,1,6,14,10
145,150,11,1297,1,1,6,5
66,28,3,181,2,2,5,7
151,232,39,1298,1,11,1,5
70,105,32,154,1,3,9,5
103,57,39,1201,1,3,11,7
2,137,3,194,1,5,2,2
25,651,30,6,1,9,5,7
91,7,4,186,1,5,2,2
197,721,34,165,1,3,5,5
173,611,2,1299,1,6,23,11
2,17,6,1300,1,1,2,2
150,219,6,1301,1,2,7,6
326,17,19,87,1,2,2,2
371,7,4,1302,1,7,6,1
25,34,18,667,1,5,5,7
167,722,8,126,1,1,5,8
2,56,1,123,1,2,2,2
21,204,223,1303,2,4,8,2
164,99,19,1304,1,2,7,6
266,37,19,1305,1,6,11,5
2,81,2,1306,1,1,2,2
50,24,30,1307,1,4,13,7
62,189,30,352,1,5,13,7
25,219,30,26,1,6,5,7
4,723,30,323,1,6,4,1
127,126,6,1308,1,1,7,1
51,210,19,1309,1,11,7,6
196,57,19,67,1,4,1,1
23,112,19,1310,1,16,11,6
372,724,10,1311,2,16,11,8
103,1,11,608,2,3,11,7
34,725,137,108,1,1,2,2
115,105,2,1312,2,2,26,7
48,5,3,1313,1,6,13,7
373,5,2,1314,1,1,6,5
27,52,4,1315,2,11,13,7
27,77,1,1316,1,4,13,7
133,7,10,1317,2,5,8,2
34,77,2,351,1,10,2,2
28,726,11,1318,1,2,14,10
128,141,39,194,2,4,10,7
188,118,263,1319,1,16,11,7
28,72,10,204,1,5,14,10
173,33,12,26,1,6,23,11
78,445,4,1320,1,7,6,1
28,318,10,1321,1,2,14,10
151,43,2,1322,1,3,1,5
82,112,55,176,2,13,7,6
305,43,2,1323,1,11,4,7
2,72,29,186,1,2,2,2
85,204,264,1324,1,11,2,2
17,727,2,622,1,6,10,7
176,71,62,1325,1,1,5,7
150,179,1,1326,1,5,7,6
115,81,10,1327,1,2,26,7
133,102,11,1328,1,4,8,2
62,71,4,1329,1,2,13,7
374,137,35,1330,1,1,9,4
85,29,2,1331,1,11,2,2
197,28,39,1332,1,5,5,5
115,728,4,1333,1,2,26,7
13,152,67,64,2,3,10,7
228,118,30,1334,1,14,5,6
251,16,187,397,1,4,2,2
71,387,2,78,1,6,10,7
221,604,2,1335,1,9,7,6
21,72,12,1336,1,1,8,2
75,104,12,1337,1,5,8,2
71,56,62,581,1,2,10,7
50,220,4,1338,2,10,13,7
66,77,3,250,1,2,5,7
375,574,4,1339,1,1,6,7
25,232,2,1340,1,14,5,7
173,102,2,49,2,2,23,11
324,333,31,2,1,2,12,9
90,68,101,781,1,6,13,7
42,99,31,1341,1,5,6,1
96,372,265,870,1,1,26,7
245,181,20,1342,1,4,10,7
376,13,205,189,1,2,6,5
6,4,4,1343,1,3,5,4
50,487,3,261,1,6,13,7
15,99,3,118,1,4,11,7
197,99,68,261,2,5,5,5
47,8,2,36,2,6,5,8
287,301,42,1344,1,19,1,1
61,118,2,6,1,14,20,7
81,226,2,1345,1,6,7,6
50,181,2,1346,1,4,13,7
325,1,20,5,1,6,7,6
43,34,266,1347,1,4,11,5
245,113,10,6,1,4,10,7
102,53,267,63,1,6,10,10
377,152,19,1275,1,4,5,7
30,72,268,186,1,6,10,10
111,119,269,239,2,6,18,6
24,729,19,890,1,4,11,5
14,43,19,6,1,10,7,7
28,407,270,137,1,2,14,10
174,445,4,108,1,2,10,1
25,152,19,393,1,3,5,7
34,81,3,870,1,6,2,2
11,59,3,453,1,5,5,4
69,730,31,1348,1,6,14,10
60,177,32,72,1,6,19,2
127,232,167,1349,1,14,7,1
45,153,4,142,1,5,1,5
147,551,2,104,1,6,1,6
120,125,1,1350,1,12,7,7
133,53,4,108,1,6,8,2
34,731,66,1351,1,2,2,2
90,168,62,176,1,6,13,7
132,732,31,28,1,3,5,4
35,733,3,601,1,5,2,2
378,233,2,87,1,5,11,7
34,734,10,36,1,14,2,2
102,72,6,1352,1,4,10,10
14,735,2,123,1,5,7,7
81,119,2,348,1,2,7,6
245,736,2,26,1,5,10,7
2,9,44,36,1,2,2,2
134,737,271,335,1,5,2,2
119,738,73,177,1,2,1,6
2,739,27,791,1,6,2,2
15,740,272,6,1,4,11,7
27,119,19,755,1,5,13,7
305,741,10,637,1,9,4,7
42,742,164,18,1,2,6,1
90,65,8,1353,1,6,13,7
211,126,46,11,1,10,5,4
27,212,2,11,1,4,13,7
228,99,31,1354,1,11,5,6
11,4,160,142,1,10,5,4
35,105,8,1355,1,5,2,2
18,28,2,1356,1,4,5,8
33,272,273,255,1,7,10,10
194,118,49,1357,1,13,7,7
348,111,2,1358,1,2,5,6
147,36,176,1359,1,3,1,6
139,142,53,1360,1,2,9,14
171,4,2,1361,2,3,5,4
141,255,2,1362,1,2,11,7
66,37,2,1363,1,6,5,7
25,57,2,154,1,14,5,7
17,17,3,1364,1,2,10,7
25,57,274,151,1,4,5,7
81,43,39,1365,1,11,7,6
17,445,275,890,1,6,10,7
90,29,6,1366,1,1,13,7
6,68,217,37,1,4,5,4
4,18,2,1367,1,6,4,1
27,743,28,297,1,3,13,7
96,105,276,6,1,2,26,7
96,102,4,1368,1,1,26,7
74,277,4,1369,2,5,5,4
139,744,87,83,1,5,9,14
69,81,32,1370,1,4,14,10
11,39,11,1371,1,5,5,4
34,329,116,1372,1,1,2,2
247,200,2,848,1,1,7,6
71,33,2,149,1,1,10,7
62,140,12,1373,1,2,13,7
2,12,4,1374,1,6,2,2
10,745,4,1375,1,10,8,2
102,372,267,1376,1,1,10,10
240,65,10,11,1,1,10,1
2,7,2,204,1,5,2,2
61,232,4,1377,1,14,20,7
235,407,62,1378,1,4,23,12
12,123,8,1379,1,1,9,4
263,126,39,1380,1,6,1,1
25,112,31,57,1,8,5,7
8,126,6,1381,1,2,7,6
82,1,6,1382,1,1,7,6
10,9,3,1383,1,2,8,2
13,613,2,149,1,10,10,7
215,43,42,165,1,3,7,6
267,1,1,1384,1,6,1,5
379,746,2,36,1,1,5,7
25,374,3,165,4,12,5,7
150,1,19,1385,1,4,7,6
2,203,66,49,1,2,2,2
147,210,1,1386,1,4,1,6
22,243,277,1387,1,6,5,4
188,22,2,1388,1,10,11,7
197,747,12,190,1,5,5,5
27,68,88,32,2,5,13,7
81,179,2,1389,1,5,7,6
14,43,2,1390,1,5,7,7
109,444,10,1391,1,14,5,4
251,379,148,32,1,9,2,2
203,248,62,1392,1,6,9,14
35,521,2,1393,1,5,2,2
341,748,2,1394,1,7,5,4
228,28,278,194,1,6,5,6
2,16,4,1395,1,4,2,2
139,148,40,10,1,6,9,14
167,124,3,1396,1,2,5,8
115,307,137,1397,1,2,26,7
2,749,39,397,1,6,2,2
34,750,3,151,1,14,2,2
59,177,1,1398,1,2,9,10
380,233,2,1399,1,4,11,4
381,126,19,1400,1,5,1,6
138,751,12,890,1,10,9,5
2,105,10,1401,1,5,2,2
25,79,36,98,1,6,5,7
34,752,2,103,1,6,2,2
382,309,3,1402,1,7,5,4
115,53,10,226,1,1,26,7
23,220,2,941,1,3,11,6
2,753,2,76,1,2,2,2
66,28,2,21,1,6,5,7
17,5,1,1403,1,4,10,7
90,156,4,1404,1,6,13,7
138,361,2,1405,2,5,9,5
155,43,65,151,1,4,1,5
25,176,155,1406,1,8,5,7
284,176,267,1407,1,13,11,1
131,754,8,148,1,2,5,8
55,22,2,1408,1,11,4,7
81,43,3,1409,1,14,7,6
66,376,3,1410,1,2,5,7
54,77,85,88,1,3,18,6
34,146,4,129,1,2,2,2
60,399,187,142,1,6,19,2
30,398,10,1411,1,1,10,10
151,513,39,1412,1,4,1,5
119,551,39,1413,1,2,1,6
34,17,12,177,1,6,2,2
62,18,19,1414,1,10,13,7
2,137,279,83,1,6,2,2
102,203,109,74,1,2,10,10
10,480,280,204,1,6,8,2
11,16,3,1415,1,5,5,4
171,77,1,1416,2,11,5,4
73,5,11,49,1,2,5,8
47,28,271,1417,1,5,5,8
176,84,4,577,1,6,5,7
73,10,3,1418,1,2,5,8
2,72,11,1419,1,6,2,2
128,755,281,186,1,6,10,7
35,756,3,6,1,3,2,2
27,39,282,262,1,5,13,7
90,757,3,78,1,4,13,7
24,1,248,83,1,4,11,5
66,34,18,1420,1,2,5,7
24,604,4,1421,1,14,11,5
60,261,1,74,2,6,19,2
35,4,2,26,1,14,2,2
368,372,8,1422,1,1,19,2
264,148,4,142,1,1,8,2
383,651,11,154,1,19,5,1
2,105,2,1423,2,6,2,2
374,5,2,83,1,1,9,4
75,115,283,103,1,4,8,2
30,65,173,88,1,6,10,10
22,24,238,26,1,2,5,4
384,758,8,1424,1,7,23,11
11,140,18,1425,3,4,5,4
87,759,19,1426,1,4,25,15
30,760,62,87,1,2,10,10
34,65,4,152,1,4,2,2
12,728,3,36,1,2,9,4
165,29,2,1427,2,7,6,7
34,113,3,600,2,11,2,2
187,22,3,453,2,12,20,7
35,12,2,1428,1,5,2,2
87,761,19,5,1,5,25,15
27,36,12,297,2,14,13,7
286,29,2,87,1,13,2,2
193,762,3,481,1,12,11,6
50,28,2,1429,1,10,13,7
25,763,284,2,1,2,5,7
375,393,2,1430,1,1,6,7
34,130,8,208,1,3,2,2
145,4,242,67,1,1,6,5
197,37,11,1431,1,3,5,5
82,8,2,36,1,1,7,6
34,105,39,142,1,4,2,2
378,700,232,650,1,3,11,7
11,291,285,297,3,3,5,4
48,5,12,1372,1,2,13,7
45,764,1,37,1,3,1,5
4,152,2,1432,1,6,4,1
197,765,36,88,1,3,5,5
34,105,12,1433,1,10,2,2
10,271,174,1434,1,6,8,2
34,5,6,123,2,10,2,2
193,43,167,11,1,14,11,6
176,376,10,76,1,6,5,7
167,7,2,1435,1,2,5,8
10,72,11,314,1,5,8,2
66,1,10,1436,1,6,5,7
2,33,6,1437,1,2,2,2
122,16,6,1438,1,6,2,2
122,137,6,1439,1,1,2,2
31,29,10,6,1,2,5,5
120,139,6,1440,1,4,7,7
66,126,6,788,1,6,5,7
43,1,6,1441,1,2,11,5
42,22,6,1442,1,14,6,1
336,61,2,1443,1,6,8,2
38,243,2,154,1,6,5,6
82,52,6,1444,1,3,7,6
63,68,19,1445,1,3,5,4
57,153,19,1446,1,2,7,7
42,179,6,1447,1,10,6,1
43,37,19,1448,1,4,11,5
120,112,6,1449,1,14,7,7
127,139,6,1450,1,4,7,1
124,34,6,1451,1,1,7,7
268,219,6,1452,1,1,1,7
8,77,6,1453,1,7,7,6
82,139,6,1454,1,5,7,6
27,8,2,1455,1,5,13,7
101,293,3,118,1,1,5,8
48,766,19,87,1,2,13,7
13,28,10,1456,2,10,10,7
47,28,2,204,1,4,5,8
150,126,6,1457,1,6,7,6
82,126,6,1458,1,6,7,6
150,126,6,1459,1,6,7,6
150,126,19,1460,1,5,7,6
111,126,10,1461,1,14,18,6
150,126,6,1462,1,6,7,6
42,79,19,1463,1,5,6,1
42,24,39,1464,2,10,6,1
42,24,39,1465,1,6,6,1
42,68,19,142,1,3,6,1
25,34,3,1466,1,3,5,7
27,34,39,1467,1,3,13,7
385,37,6,1468,1,1,7,7
188,99,6,78,1,1,11,7
304,1,6,1469,1,1,7,7
120,1,19,1470,1,2,7,7
57,255,6,1471,1,1,7,7
55,255,10,88,1,14,4,7
25,255,19,36,1,3,5,7
183,117,39,1472,1,3,1,11
42,57,6,1473,1,11,6,1
386,233,11,138,1,11,1,1
123,320,19,1474,1,10,1,1
102,27,4,72,1,7,10,10
123,220,19,261,1,5,1,1
127,179,6,1475,1,3,7,1
150,34,6,1476,1,6,7,6
81,34,19,1477,1,4,7,6
150,37,10,1478,1,2,7,6
43,1,6,1479,1,2,11,5
43,1,39,1480,1,6,11,5
43,255,10,1481,1,2,11,5
82,156,39,1482,1,1,7,6
247,156,31,1483,1,1,7,6
193,18,12,24,1,1,11,6
147,75,6,1484,1,1,1,6
106,8,19,1485,1,6,7,6
196,153,1,74,1,2,1,1
47,29,19,1486,1,2,5,8
6,274,6,1487,1,14,5,4
25,22,2,1488,1,8,5,7
57,219,6,1489,1,1,7,7
28,177,3,233,1,4,14,10
29,22,2,22,1,9,5,5
130,119,19,1490,1,7,1,5
370,39,3,261,1,6,5,8
120,510,2,1491,1,14,7,7
194,118,10,1492,1,13,7,7
293,16,6,1493,1,7,10,6
27,233,6,1494,1,14,13,7
366,5,2,980,1,7,6,7
194,112,42,1495,2,13,7,7
43,113,6,1496,1,7,11,5
309,179,6,1497,1,2,7,7
187,117,19,1498,1,11,20,7
25,126,6,1499,1,6,5,7
171,8,6,1500,1,5,5,4
25,24,6,1501,1,1,5,7
81,57,6,1502,1,6,7,6
260,767,6,321,1,14,7,6
91,696,171,6,2,10,2,2
128,738,31,5,1,6,10,7
109,1,2,1503,1,3,5,4
55,28,10,1504,1,4,4,7
25,219,6,1505,1,6,5,7
42,68,6,1506,1,2,6,1
81,43,6,1507,1,4,7,6
171,126,6,1508,1,9,5,4
268,189,126,49,1,1,1,7
42,219,6,1509,1,4,6,1
27,24,19,1510,1,6,13,7
118,16,2,1511,1,1,5,8
24,1,5,621,1,14,11,5
147,139,2,1512,1,3,1,6
245,226,2,1513,1,5,10,7
6,236,6,1514,1,3,5,4
130,153,6,1515,1,6,1,5
57,210,10,1516,1,6,7,7
120,210,10,1517,1,5,7,7
188,210,39,1518,1,10,11,7
57,179,10,1519,1,6,7,7
57,179,6,1520,1,4,7,7
57,179,6,1521,1,6,7,7
14,139,39,1522,1,10,7,7
25,117,10,1523,1,14,5,7
188,274,6,1524,1,10,11,7
387,118,39,1525,1,8,7,7
120,285,10,152,1,9,7,7
194,285,39,1526,1,13,7,7
111,162,4,394,2,11,18,6
147,162,19,1527,1,3,1,6
150,153,39,1528,1,4,7,6
51,362,19,1529,1,3,7,6
82,510,10,1530,1,12,7,6
215,651,1,37,1,16,7,6
62,111,2,1531,1,5,13,7
50,141,2,831,1,5,13,7
23,220,12,123,1,14,11,6
260,220,6,1532,1,4,7,6
150,220,19,88,1,11,7,6
260,220,6,1533,1,5,7,6
325,52,10,1534,1,4,7,6
150,52,10,1535,1,5,7,6
82,52,2,11,1,5,7,6
150,50,6,1536,1,6,7,6
217,233,39,1537,1,16,7,6
43,91,2,576,1,1,11,5
173,105,6,1538,1,6,23,11
271,50,12,36,1,11,7,6
271,36,12,1539,1,11,7,6
231,320,19,1540,1,11,7,6
271,179,19,1541,1,11,7,6
271,117,6,1542,1,11,7,6
271,359,6,1543,1,10,7,6
274,9,19,10,1,6,9,9
25,39,6,1544,1,1,5,7
27,39,19,567,1,6,13,7
81,28,19,11,1,2,7,6
24,139,39,1545,1,3,11,5
238,232,6,1546,1,11,7,6
174,5,2,1547,1,1,10,1
388,768,4,151,1,4,5,7
171,769,286,37,2,4,5,4
17,17,29,108,1,1,10,7
11,353,31,72,1,2,5,4
168,7,2,59,2,1,10,1
25,255,277,151,2,5,5,7
133,102,12,1198,1,6,8,2
87,770,62,1548,2,4,25,15
43,57,287,1549,1,3,11,5
47,126,288,1550,3,6,5,8
201,320,100,6,1,10,5,5
150,152,100,76,1,2,7,6
82,771,100,37,2,13,7,6
10,62,2,186,1,4,8,2
81,210,2,36,1,3,7,6
87,772,2,806,1,6,25,15
25,118,100,83,2,13,5,7
22,28,24,1551,1,5,5,4
266,79,10,1552,1,7,11,5
70,29,62,1553,1,10,9,5
59,148,289,137,1,2,9,10
38,57,75,1554,1,10,5,6
17,773,11,1555,1,7,10,7
378,1,2,450,1,6,11,7
78,774,2,1556,1,1,6,1
34,775,31,352,1,6,2,2
66,189,10,1557,1,2,5,7
150,52,6,1558,1,2,7,6
48,165,49,980,1,1,13,7
45,36,39,1559,1,6,1,5
45,36,10,1560,1,4,1,5
45,36,10,1561,1,4,1,5
43,36,10,1562,1,5,11,5
43,36,19,1304,1,3,11,5
24,220,11,1563,1,13,11,5
81,77,19,123,1,2,7,6
8,77,10,1564,1,7,7,6
50,37,2,281,1,3,13,7
109,219,39,1565,1,5,5,4
6,219,6,1566,1,5,5,4
63,126,29,37,1,14,5,4
6,57,39,368,1,10,5,4
211,36,19,1567,1,11,5,4
122,105,6,1568,1,4,2,2
127,219,19,1569,1,4,7,1
45,401,10,1570,1,3,1,5
111,181,19,11,1,6,18,6
91,776,2,1571,1,11,2,2
134,611,11,15,1,6,2,2
28,72,42,24,2,5,14,10
305,43,26,83,1,9,4,7
75,61,1,196,1,4,8,2
2,16,2,1572,1,4,2,2
35,12,2,1573,2,4,2,2
45,57,19,1501,1,3,1,5
130,732,2,397,1,4,1,5
41,777,290,37,2,10,2,2
122,5,6,1574,1,4,2,2
122,445,6,1575,1,2,2,2
51,274,6,417,1,10,7,6
35,165,6,1576,1,14,2,2
2,56,31,319,1,2,2,2
30,165,4,1577,2,3,10,10
225,8,3,1578,1,6,6,5
21,778,4,218,1,2,8,2
375,779,2,1149,1,1,6,7
90,646,30,197,1,6,13,7
2,33,1,1579,1,5,2,2
251,109,11,1580,1,6,2,2
77,780,109,49,1,2,5,4
162,179,49,1581,1,14,5,1
23,781,19,1582,1,16,11,6
6,57,248,36,1,5,5,4
75,65,31,1583,1,3,8,2
50,126,39,1584,1,3,13,7
29,4,4,129,1,2,5,5
11,24,1,1585,2,5,5,4
61,8,21,64,1,5,20,7
12,12,3,1586,1,2,9,4
18,24,4,1587,1,2,5,8
2,782,59,162,1,5,2,2
55,34,8,142,1,10,4,7
34,65,32,1588,1,16,2,2
28,82,60,1091,1,7,14,10
165,140,2,1589,1,2,6,7
74,165,10,1590,1,1,5,4
6,245,6,297,2,10,5,4
34,634,12,1591,1,6,2,2
34,783,12,83,1,6,2,2
34,109,32,67,1,6,2,2
203,199,3,367,1,1,9,14
211,315,6,1592,1,3,5,4
5,113,36,1593,1,2,5,4
389,34,2,1594,1,1,1,1
127,118,39,1595,1,10,7,1
62,77,59,1596,1,5,13,7
10,137,59,11,1,3,8,2
102,62,59,1597,1,6,10,10
57,220,31,1598,1,4,7,7
27,37,1,1599,4,5,13,7
35,18,10,1600,2,12,2,2
48,96,19,1601,1,6,13,7
2,65,6,1602,1,5,2,2
174,7,10,176,1,1,10,1
301,179,10,1603,1,2,1,5
2,115,62,725,1,2,2,2
301,255,10,1604,1,4,1,5
75,72,31,1605,1,2,8,2
390,126,19,6,1,6,1,5
48,39,4,1606,1,6,13,7
55,28,36,24,1,4,4,7
69,105,10,314,1,4,14,10
30,313,10,1607,1,3,10,10
22,213,2,1608,1,7,5,4
71,390,19,36,1,6,10,7
6,77,10,108,1,2,5,4
305,118,36,1609,1,9,4,7
6,359,31,204,1,11,5,4
115,17,3,1610,1,2,26,7
18,784,36,11,1,6,5,8
115,53,3,2,1,2,26,7
42,22,10,1611,1,13,6,1
119,43,10,368,1,4,1,6
57,139,10,1612,1,6,7,7
188,117,11,672,1,11,11,7
212,112,291,1613,1,14,7,1
71,785,4,397,1,4,10,7
81,210,1,142,1,3,7,6
34,183,3,873,1,4,2,2
102,272,3,1614,1,1,10,10
34,33,8,1615,1,2,2,2
81,153,2,1616,1,5,7,6
232,12,292,1617,1,4,5,5
30,61,11,1618,1,6,10,10
30,17,4,5,1,2,10,10
30,33,6,88,1,2,10,10
81,255,39,1619,1,4,7,6
81,255,39,1620,1,6,7,6
150,255,19,1621,1,5,7,6
2,61,49,1622,1,2,2,2
81,401,19,10,1,11,7,6
110,786,1,1623,1,9,11,4
87,787,2,1624,1,6,25,15
25,126,2,80,1,5,5,7
150,126,10,1625,1,6,7,6
82,126,6,1626,1,2,7,6
119,153,10,1627,1,2,1,6
63,1,3,1628,1,5,5,4
31,13,212,747,1,4,5,5
66,1,2,1629,1,6,5,7
176,226,2,1630,2,6,5,7
176,156,2,1631,1,2,5,7
127,43,6,1632,1,6,7,1
127,43,6,1633,1,2,7,1
60,788,3,576,1,6,19,2
380,117,6,1634,1,6,11,4
43,99,59,34,2,6,11,5
391,65,4,1635,1,1,5,8
79,669,4,76,1,4,23,9
204,114,2,93,1,1,39,4
63,162,3,64,2,14,5,4
2,124,36,326,2,5,2,2
176,415,11,1636,2,6,5,7
9,360,88,176,1,1,2,2
245,24,2,1637,1,5,10,7
131,684,2,1638,1,2,5,8
23,8,10,1639,1,1,11,6
147,226,19,87,1,2,1,6
119,226,19,152,1,2,1,6
123,118,3,1640,1,9,1,1
66,656,10,1641,1,2,5,7
42,113,242,319,1,2,6,1
171,390,116,83,1,5,5,4
47,77,4,15,1,4,5,8
81,1,6,1642,1,2,7,6
150,1,6,1643,1,4,7,6
82,219,19,1644,1,5,7,6
51,179,19,1645,1,14,7,6
167,59,2,2,1,1,5,8
47,24,2,103,1,6,5,8
60,53,2,1646,1,6,19,2
260,200,31,1647,1,6,7,6
325,99,19,1648,1,4,7,6
233,99,10,1649,1,6,11,6
235,511,293,1650,1,5,23,12
96,789,1,364,1,2,26,7
174,7,2,1651,1,2,10,1
221,274,30,29,1,9,7,6
305,126,29,98,1,11,4,7
27,4,29,457,1,6,13,7
50,1,294,523,2,13,13,7
17,105,3,1652,1,6,10,7
6,106,3,15,1,6,5,4
168,33,8,612,1,1,10,1
196,79,1,78,1,7,1,1
392,790,2,1653,2,1,1,8
302,61,3,26,1,4,8,2
29,1,79,1654,1,9,5,5
57,420,97,149,1,16,7,7
81,189,13,1655,2,11,7,6
252,33,295,204,1,5,8,2
253,791,3,1656,1,4,17,14
34,105,296,1657,1,5,2,2
150,1,6,1658,1,2,7,6
81,219,10,1659,1,5,7,6
260,219,39,5,1,5,7,6
147,219,19,1660,1,5,1,6
150,219,6,1661,1,6,7,6
260,43,6,1662,1,4,7,6
82,43,6,1663,1,4,7,6
221,43,19,1664,1,11,7,6
233,43,10,1665,1,3,11,6
51,43,19,1666,1,11,7,6
6,124,19,103,1,1,5,4
51,43,19,204,1,10,7,6
25,24,19,1667,1,6,5,7
55,18,3,1668,1,4,4,7
25,68,19,1669,1,6,5,7
25,141,2,1670,1,6,5,7
25,28,19,1671,1,6,5,7
82,139,6,1672,1,3,7,6
157,376,2,1673,1,6,5,7
24,22,10,1674,1,10,11,5
360,220,6,1675,1,6,7,6
224,113,10,261,1,6,5,4
42,179,6,1676,1,3,6,1
61,117,188,204,1,5,20,7
71,571,3,1677,1,4,10,7
111,52,4,1678,1,3,18,6
112,548,2,78,2,6,30,15
359,226,2,1679,1,2,11,5
87,167,8,1680,1,4,25,15
113,113,2,103,1,6,10,1
150,210,19,1681,1,9,7,6
51,139,19,1682,1,13,7,6
51,285,6,1683,1,12,7,6
215,285,6,1684,1,11,7,6
238,112,10,1685,1,12,7,6
25,28,49,118,1,5,5,7
43,126,19,181,1,5,11,5
130,153,2,1686,2,4,1,5
177,177,4,123,1,6,37,2
17,33,11,1687,1,2,10,7
66,57,2,1363,1,6,5,7
14,274,6,1688,1,5,7,7
360,34,6,1689,1,1,7,6
194,792,6,1690,1,6,7,7
360,383,6,1691,1,1,7,6
17,16,212,10,1,6,10,7
205,13,116,24,1,1,10,6
51,57,19,1692,1,10,7,6
325,57,6,1693,1,6,7,6
120,43,6,1694,1,5,7,7
48,65,10,1695,1,1,13,7
82,255,10,1696,1,6,7,6
45,22,10,1697,1,3,1,5
75,487,2,1698,1,14,8,2
51,153,19,1699,1,11,7,6
81,220,6,1700,1,5,7,6
81,220,6,1701,1,3,7,6
82,255,6,1702,1,6,7,6
34,168,6,1703,1,4,2,2
81,126,6,1704,1,6,7,6
272,118,155,1705,1,5,7,7
61,57,3,151,2,3,20,7
176,24,59,36,1,6,5,7
12,16,19,321,1,2,9,4
11,4,297,87,1,4,5,4
10,793,2,123,1,5,8,2
188,43,29,78,1,10,11,7
171,119,6,1706,1,6,5,4
25,232,6,1707,1,14,5,7
154,65,11,36,1,1,6,5
187,327,39,1708,1,13,20,7
228,359,39,1709,2,11,5,6
81,794,10,1710,1,4,7,6
150,189,19,1711,1,6,7,6
150,189,19,15,1,4,7,6
38,22,10,901,1,11,5,6
193,189,19,11,1,2,11,6
193,189,19,87,1,5,11,6
82,22,6,1712,1,14,7,6
68,189,2,88,1,2,7,6
35,101,51,1713,2,8,2,2
69,148,2,88,1,1,14,10
109,220,6,596,1,13,5,4
393,245,19,1714,1,14,5,4
211,22,6,1715,1,10,5,4
211,706,6,1716,1,10,5,4
211,112,6,1717,1,11,5,4
355,16,39,1718,1,7,6,1
4,123,19,78,1,1,4,1
113,13,19,1719,1,6,10,1
